Kategorie,Familie,Material,Bauform,Serie/Verbindungstyp,Metrisch/UNC,Type,PN [bar],filename [.stp]
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN25/32-35L,315,BK3-DN25_32-35L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN4-8S,500,BK3-DN4-8S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN6-10S,500,BK3-DN6-10S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN8-12S,500,BK3-DN8-12S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN10-14S,500,BK3-DN10-14S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN13-16S,500,BK3-DN13-16S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN13-20S,500,BK3-DN13-20S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN20-25S,315,BK3-DN20-25S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN25-30S,315,BK3-DN25-30S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN25/32-38S,315,BK3-DN25_32-38S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN6-7/16" UNF,500,BK3-DN6-7_16 UNF-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN10-9/16" UNF,500,BK3-DN10-9_16 UNF-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN13-3/4" UNF,500,BK3-DN13-3_4 UNF-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN20-1 1/16" UN,315,BK3-DN20-1 1_16 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN25-1 5/16" UN,315,BK3-DN25-1 5_16 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN32-1 5/8" UN,350,BK3-DN32-1 5_8 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN40-1 7/8 "UN,350,BK3-DN40-1 7_8 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN50-2 1/2" UN,350,BK3-DN50-2 1_2 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN4-G1/8,500,BK3-DN4-G1_8-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN6-G1/4,500,BK3-DN6-G1_4-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN10-G3/8,500,BK3-DN10-G3_8-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN13-G1/2,500,BK3-DN13-G1_2-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN13-G5/8,500,BK3-DN13-G5_8-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN20-G3/4,315,BK3-DN20-G3_4-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN25-G1,315,BK3-DN25-G1-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN25/32-G1 1/4,315,BK3-DN25_32-G1 1_4-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN32-G1 1/4,350,BK3-DN32-G1 1_4-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN40-G1 1/2,350,BK3-DN40-G1 1_2-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN ISO 228 FEMALE THREAD,,BK3-DN50-G2,350,BK3-DN50-G2-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN4-1/8" NPT,500,BK3-DN4-1_8 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN6-1/4" NPT,500,BK3-DN6-1_4 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN10-3/8" NPT,500,BK3-DN10-3_8 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN13-1/2" NPT,500,BK3-DN13-1_2 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN20-3/4" NPT,315,BK3-DN20-3_4 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN25-1" NPT,315,BK3-DN25-1 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN25/32-1 1/4" NPT,315,BK3-DN25_32-1 1_4 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN32-1 1/4" NPT,350,BK3-DN32-1 1_4 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN40-1 1/2" NPT,350,BK3-DN40-1 1_2 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-DN50-2" NPT,350,BK3-DN50-2 NPT-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN4-6L,500,BK3-DN4-6L-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN6-8L,500,BK3-DN6-8L-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN8-10L,500,BK3-DN8-10L-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN10-12L,500,BK3-DN10-12L-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN13-15L,500,BK3-DN13-15L-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN13-18L,500,BK3-DN13-18L-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN20-22L,315,BK3-DN20-22L-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN25-28L,315,BK3-DN25-28L-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-DN25/32-35L,315,BK3-DN25_32-35L-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN4-8S,500,BK3-DN4-8S-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN6-10S,500,BK3-DN6-10S-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN8-12S,500,BK3-DN8-12S-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN10-14S,500,BK3-DN10-14S-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN13-16S,500,BK3-DN13-16S-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN13-20S,500,BK3-DN13-20S-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN20-25S,315,BK3-DN20-25S-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN25-30S,315,BK3-DN25-30S-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-DN25/32-38S,315,BK3-DN25_32-38S-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN6-7/16" UNF,500,BK3-DN6-7_16 UNF-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN10-9/16" UNF,500,BK3-DN10-9_16 UNF-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN13-3/4" UNF,500,BK3-DN13-3_4 UNF-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN20-1 1/16" UN,315,BK3-DN20-1 1_16 UN-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN25-1 5/16" UN,315,BK3-DN25-1 5_16 UN-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN32-1 5/8" UN,350,BK3-DN32-1 5_8 UN-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN40-1 7/8 "UN,350,BK3-DN40-1 7_8 UN-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3,Stainless Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-DN50-2 1/2" UN,350,BK3-DN50-2 1_2 UN-SST
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN4-G1/8,500,BK3-S-DN4-G1_8-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN6-G1/4,500,BK3-S-DN6-G1_4-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN10-G3/8,500,BK3-S-DN10-G3_8-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN13-G1/2,315,BK3-S-DN13-G1_2-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN13-G5/8,315,BK3-S-DN13-G5_8-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN20-G3/4,315,BK3-S-DN20-G3_4-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN25-G1,315,BK3-S-DN25-G1-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN25/32-G1 1/4,315,BK3-S-DN25_32-G1 1_4-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN32-G1 1/4,350,BK3-S-DN32-G1 1_4-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN40-G1 1/2,350,BK3-S-DN40-G1 1_2-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN ISO 228 FEMALE THREAD,,BK3-S-DN50-G2,350,BK3-S-DN50-G2-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN4-1/8" NPT,500,BK3-S-DN4-1_8 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN6-1/4" NPT,500,BK3-S-DN6-1_4 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN10-3/8" NPT,500,BK3-S-DN10-3_8 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN13-1/2" NPT,315,BK3-S-DN13-1_2 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN20-3/4" NPT,315,BK3-S-DN20-3_4 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN25-1" NPT,315,BK3-S-DN25-1 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN25/32-1 1/4" NPT,315,BK3-S-DN25_32-1 1_4 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN32-1 1/4" NPT,350,BK3-S-DN32-1 1_4 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN40-1 1/2" NPT,350,BK3-S-DN40-1 1_2 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,BK3-S-DN50-2" NPT,350,BK3-S-DN50-2 NPT-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-S-DN4-6L,500,BK3-S-DN4-6L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-S-DN6-8L,500,BK3-S-DN6-8L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-S-DN8-10L,500,BK3-S-DN8-10L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-S-DN10-12L,500,BK3-S-DN10-12L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-S-DN13-15L,315,BK3-S-DN13-15L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-S-DN13-18L,315,BK3-S-DN13-18L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-S-DN20-22L,315,BK3-S-DN20-22L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-S-DN25-28L,315,BK3-S-DN25-28L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,BK3-S-DN25/32-35L,315,BK3-S-DN25_32-35L-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-S-DN4-8S,500,BK3-S-DN4-8S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-S-DN6-10S,500,BK3-S-DN6-10S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-S-DN8-12S,500,BK3-S-DN8-12S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-S-DN10-14S,500,BK3-S-DN10-14S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-S-DN13-16S,315,BK3-S-DN13-16S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-S-DN13-20S,315,BK3-S-DN13-20S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-S-DN20-25S,315,BK3-S-DN20-25S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-S-DN25-30S,315,BK3-S-DN25-30S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,DIN 2353 - ISO 8434-1 HEAVY SERIES,,BK3-S-DN25/32-38S,315,BK3-S-DN25_32-38S-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-S-DN6-7/16" UNF,500,BK3-S-DN6-7_16 UNF-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-S-DN10-9/16" UNF,500,BK3-S-DN10-9_16 UNF-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-S-DN13-3/4" UNF,315,BK3-S-DN13-3_4 UNF-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-S-DN20-1 1/16" UN,315,BK3-S-DN20-1 1_16 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-S-DN25-1 5/16" UN,315,BK3-S-DN25-1 5_16 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-S-DN32-1 5/8" UN,350,BK3-S-DN32-1 5_8 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-S-DN40-1 7/8 "UN,350,BK3-S-DN40-1 7_8 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3-S,Steel,,SAE J514/ISO/DIS11926-1 FEMALE THREAD,,BK3-S-DN50-2 1/2" UN,350,BK3-S-DN50-2 1_2 UN-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3K-SAE,Steel,,,,BK3K-DN13-SAE420 ,420,BK3K-DN13-SAE420 M-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3K-SAE,Steel,,,,BK3K-DN20-SAE420 ,420,BK3K-DN20-SAE420 M-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3K-SAE,Steel,,,,BK3K-DN25-SAE420 ,420,BK3K-DN25-SAE420 M-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3K-SAE,Steel,,,,BK3K-DN32-SAE420 ,400,BK3K-DN32-SAE420 M14-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3K-SAE,Steel,,,,BK3K-DN32-SAE420 ,420,BK3K-DN32-SAE420 M-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3K-SAE,Steel,,,,BK3K-DN32/40-SAE420 ,420,BK3K-DN32_40-SAE420 M-STL
3-2-way selector ball valves with threaded connections - SAE connections.xlsx,BK3K-SAE,Steel,,,,BK3K-DN50-SAE420 ,420,BK3K-DN50-SAE420 M-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN4-G1/8,500,3KH-DN4-G1_8-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN6-G1/4,500,3KH-DN6-G1_4-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN10-G3/8,500,3KH-DN10-G3_8-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN13-G1/2,400,3KH-DN13-G1_2-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN16-G5/8,400,3KH-DN16-G5_8-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN20-G3/4,315,3KH-DN20-G3_4-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN25-G1,315,3KH-DN25-G1-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN25/32-G1 1/4,315,3KH-DN25_32-G1 1_4-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN ISO 228 FEMALE THREAD,,3KH-DN25/40-G1 1/2,250,3KH-DN25_40-G1 1_2-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN4-1/8" NPT,500,3KH-DN4-1_8 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN6-1/4" NPT,500,3KH-DN6-1_4 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN10-3/8" NPT,500,3KH-DN10-3_8 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN13-1/2" NPT,400,3KH-DN13-1_2 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN20-3/4" NPT,315,3KH-DN20-3_4 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN25-1" NPT,315,3KH-DN25-1 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN25/32-1 1/4" NPT,315,3KH-DN25_32-1 1_4 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,ANSI B1.20.1 NPT FEMALE THREAD,,3KH-DN25/40-1 1/2" NPT,250,3KH-DN25_40-1 1_2 NPT-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN4-6L,500,3KH-DN4-6L-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN6-8L,500,3KH-DN6-8L-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN8-10L,500,3KH-DN8-10L-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN10-12L,500,3KH-DN10-12L-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN13-15L,400,3KH-DN13-15L-STL
3-way and 4-way ball valves with threaded connections.xlsx,3KH,Steel,,DIN 2353 - ISO 8434-1 LIGHT SERIES,,3KH-DN16-18L,400,3KH-DN16-18L-STL
